Time,V,H,P,IFNe,STATP,IRF7,IRF7P,IFN
0.000000e+00,9.661669e-12,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.737771e-29
1.666667e-01,2.352184e-10,1.000000e+00,1.000000e+00,0.000000e+00,1.440362e-28,5.294445e-30,5.631168e-31,9.991914e-25
3.333333e-01,5.726244e-09,1.000000e+00,1.000000e+00,6.294352e-29,2.129863e-24,7.868273e-26,8.931669e-27,1.473681e-20
5.000000e-01,1.392967e-07,1.000000e+00,1.000000e+00,9.334676e-25,3.483956e-20,3.267832e-22,4.043563e-24,3.546520e-16
6.666667e-01,3.328125e-06,9.999999e-01,1.000000e+00,1.376746e-20,8.380730e-16,7.768397e-18,8.731975e-20,5.040576e-12
8.333333e-01,5.576088e-05,9.999981e-01,1.000000e+00,3.313194e-16,1.169268e-11,1.063918e-13,1.173640e-15,6.645250e-08
1.000000e+00,1.564818e-04,9.999947e-01,1.000000e+00,4.709029e-12,1.065156e-07,6.697332e-10,5.107555e-12,2.981350e-06
1.166667e+00,1.646545e-04,9.999943e-01,1.000000e+00,6.208173e-08,7.254290e-07,1.668271e-09,1.269543e-11,8.899227e-07
1.333333e+00,1.599889e-04,9.999943e-01,1.000000e+00,2.818652e-06,3.122204e-06,2.488594e-08,2.955359e-10,1.756186e-07
1.500000e+00,1.548539e-04,9.999942e-01,1.000000e+00,2.352677e-06,5.271082e-06,8.681979e-08,1.996293e-09,3.330766e-08
1.666667e+00,1.498539e-04,9.999942e-01,1.000000e+00,1.433880e-06,6.555378e-06,1.732067e-07,6.109276e-09,1.067340e-08
1.833333e+00,1.450137e-04,9.999942e-01,1.000000e+00,8.050289e-07,7.164716e-06,2.677708e-07,1.303428e-08,1.295385e-08
2.000000e+00,1.403297e-04,9.999942e-01,1.000000e+00,4.444722e-07,7.370442e-06,3.603442e-07,2.271625e-08,2.270374e-08
2.166667e+00,1.357971e-04,9.999942e-01,1.000000e+00,2.519979e-07,7.371083e-06,4.461374e-07,3.486373e-08,3.655437e-08
2.333333e+00,1.314110e-04,9.999942e-01,1.000000e+00,1.572213e-07,7.292781e-06,5.237737e-07,4.910379e-08,5.352760e-08
2.500000e+00,1.271665e-04,9.999942e-01,1.000000e+00,1.190063e-07,7.212442e-06,5.937933e-07,6.507163e-08,7.304958e-08
2.666667e+00,1.230592e-04,9.999942e-01,1.000000e+00,1.142366e-07,7.176478e-06,6.577221e-07,8.245598e-08,9.466058e-08
2.833333e+00,1.190846e-04,9.999942e-01,1.000000e+00,1.298995e-07,7.212845e-06,7.175263e-07,1.010195e-07,1.179946e-07
3.000000e+00,1.152383e-04,9.999942e-01,1.000000e+00,1.585420e-07,7.338322e-06,7.753104e-07,1.206038e-07,1.427855e-07
3.166667e+00,1.115162e-04,9.999942e-01,1.000000e+00,1.957997e-07,7.562880e-06,8.331504e-07,1.411274e-07,1.688697e-07
3.333333e+00,1.079144e-04,9.999942e-01,1.000000e+00,2.390684e-07,7.892372e-06,8.930172e-07,1.625792e-07,1.961790e-07
3.500000e+00,1.044289e-04,9.999942e-01,1.000000e+00,2.867894e-07,8.330250e-06,9.567346e-07,1.850107e-07,2.247329e-07
3.666667e+00,1.010559e-04,9.999942e-01,1.000000e+00,3.380582e-07,8.878697e-06,1.025977e-06,2.085287e-07,2.546288e-07
3.833333e+00,9.779193e-05,9.999942e-01,1.000000e+00,3.924044e-07,9.539421e-06,1.102281e-06,2.332871e-07,2.860316e-07
4.000000e+00,9.463337e-05,9.999942e-01,1.000000e+00,4.496653e-07,1.031423e-05,1.187063e-06,2.594811e-07,3.191648e-07
4.166667e+00,9.157682e-05,9.999942e-01,1.000000e+00,5.099071e-07,1.120546e-05,1.281644e-06,2.873410e-07,3.543022e-07
4.333333e+00,8.861899e-05,9.999942e-01,1.000000e+00,5.733742e-07,1.221628e-05,1.387285e-06,3.171285e-07,3.917615e-07
4.500000e+00,8.575670e-05,9.999942e-01,1.000000e+00,6.404545e-07,1.335097e-05,1.505209e-06,3.491329e-07,4.318994e-07
4.666667e+00,8.298685e-05,9.999942e-01,1.000000e+00,7.116541e-07,1.461507e-05,1.636637e-06,3.836696e-07,4.751080e-07
4.833333e+00,8.030647e-05,9.999942e-01,1.000000e+00,7.875793e-07,1.601557e-05,1.782814e-06,4.210790e-07,5.218128e-07
5.000000e+00,7.771267e-05,9.999942e-01,1.000000e+00,8.689237e-07,1.756098e-05,1.945036e-06,4.617266e-07,5.724721e-07
5.166667e+00,7.520264e-05,9.999942e-01,1.000000e+00,9.564591e-07,1.926151e-05,2.124680e-06,5.060040e-07,6.275776e-07
5.333333e+00,7.277368e-05,9.999942e-01,1.000000e+00,1.051030e-06,2.112906e-05,2.323230e-06,5.543303e-07,6.876559e-07
5.500000e+00,7.042317e-05,9.999942e-01,1.000000e+00,1.153552e-06,2.317742e-05,2.542296e-06,6.071552e-07,7.532713e-07
5.666667e+00,6.814858e-05,9.999942e-01,1.000000e+00,1.265012e-06,2.542225e-05,2.783644e-06,6.649618e-07,8.250297e-07
5.833333e+00,6.594746e-05,9.999942e-01,1.000000e+00,1.386467e-06,2.788127e-05,3.049218e-06,7.282706e-07,9.035828e-07
6.000000e+00,6.381743e-05,9.999942e-01,1.000000e+00,1.519057e-06,3.057431e-05,3.341160e-06,7.976436e-07,9.896333e-07
6.166667e+00,6.175620e-05,9.999942e-01,1.000000e+00,1.664003e-06,3.352347e-05,3.661836e-06,8.736895e-07,1.083941e-06
6.333333e+00,5.976155e-05,9.999942e-01,1.000000e+00,1.822623e-06,3.675324e-05,4.013862e-06,9.570690e-07,1.187330e-06
6.500000e+00,5.783132e-05,9.999942e-01,1.000000e+00,1.996337e-06,4.029069e-05,4.400122e-06,1.048501e-06,1.300696e-06
6.666667e+00,5.596343e-05,9.999942e-01,1.000000e+00,2.186681e-06,4.416563e-05,4.823801e-06,1.148769e-06,1.425013e-06
6.833333e+00,5.415588e-05,9.999942e-01,1.000000e+00,2.395321e-06,4.841088e-05,5.288410e-06,1.258727e-06,1.561344e-06
7.000000e+00,5.240671e-05,9.999942e-01,1.000000e+00,2.624067e-06,5.306245e-05,5.797816e-06,1.379311e-06,1.710850e-06
7.166667e+00,5.071403e-05,9.999942e-01,1.000000e+00,2.874887e-06,5.815989e-05,6.356274e-06,1.511542e-06,1.874799e-06
7.333333e+00,4.907602e-05,9.999942e-01,1.000000e+00,3.149930e-06,6.374654e-05,6.968465e-06,1.656541e-06,2.054582e-06
7.500000e+00,4.749092e-05,9.999942e-01,1.000000e+00,3.451540e-06,6.986991e-05,7.639533e-06,1.815531e-06,2.251719e-06
7.666667e+00,4.595702e-05,9.999942e-01,1.000000e+00,3.782280e-06,7.658204e-05,8.375128e-06,1.989857e-06,2.467875e-06
7.833333e+00,4.447266e-05,9.999942e-01,1.000000e+00,4.144955e-06,8.393999e-05,9.181451e-06,2.180991e-06,2.704877e-06
8.000000e+00,4.303625e-05,9.999942e-01,1.000000e+00,4.542633e-06,9.200622e-05,1.006531e-05,2.390546e-06,2.964725e-06
8.166667e+00,4.164642e-05,9.999942e-01,1.000000e+00,4.978678e-06,1.008492e-04,1.103417e-05,2.620292e-06,3.249615e-06
8.333333e+00,4.850902e-09,1.000000e+00,9.999942e-01,5.456774e-06,1.104644e-04,1.209629e-05,2.872185e-06,3.561972e-06
8.500000e+00,1.180863e-07,1.000000e+00,9.999942e-01,5.577235e-06,1.210969e-04,1.326051e-05,3.148323e-06,3.904391e-06
8.666667e+00,2.869798e-06,9.999999e-01,9.999942e-01,6.116590e-06,1.327525e-04,1.453667e-05,3.451037e-06,4.279675e-06
8.833333e+00,6.853509e-05,9.999977e-01,9.999942e-01,6.708193e-06,1.455170e-04,1.593330e-05,3.782509e-06,4.688206e-06
9.000000e+00,1.165240e-03,9.999613e-01,9.999942e-01,7.356995e-06,1.591629e-04,1.740397e-05,4.135693e-06,6.368531e-06
9.166667e+00,4.057010e-03,9.998635e-01,9.999942e-01,8.066057e-06,1.699421e-04,1.796452e-05,4.344862e-06,6.490715e-05
9.333333e+00,6.292699e-03,9.997847e-01,9.999885e-01,9.960906e-06,1.686675e-04,1.547618e-05,3.961751e-06,6.670934e-05
9.500000e+00,7.902049e-03,9.997248e-01,9.999770e-01,6.094906e-05,1.695027e-04,1.352233e-05,3.714298e-06,5.060396e-05
9.666667e+00,9.903890e-03,9.996497e-01,9.999712e-01,8.960699e-05,1.761205e-04,1.204694e-05,3.539701e-06,5.496278e-05
9.833333e+00,1.122343e-02,9.995969e-01,9.999425e-01,9.294451e-05,1.807709e-04,1.063362e-05,3.344423e-06,5.826616e-05
1.000000e+01,1.244125e-02,9.995454e-01,9.999252e-01,9.127052e-05,1.887247e-04,9.446244e-06,3.161543e-06,5.412094e-05
1.016667e+01,1.263028e-02,9.995298e-01,9.998792e-01,9.722938e-05,1.811487e-04,7.424165e-06,2.580868e-06,3.437626e-05
1.033333e+01,1.342520e-02,9.994926e-01,9.998505e-01,9.393267e-05,1.686971e-04,5.237001e-06,1.752925e-06,4.329518e-05
1.050000e+01,1.392136e-02,9.994655e-01,9.998102e-01,7.614784e-05,1.740469e-04,4.843612e-06,1.624208e-06,3.424559e-05
1.066667e+01,1.588901e-02,9.993876e-01,9.997872e-01,7.271191e-05,1.869398e-04,4.731858e-06,1.559819e-06,5.728522e-05
1.083333e+01,1.829201e-02,9.992929e-01,9.997585e-01,6.643343e-05,1.977183e-04,4.573062e-06,1.491223e-06,8.096647e-05
1.100000e+01,2.017279e-02,9.992150e-01,9.997240e-01,8.081873e-05,2.136380e-04,4.361279e-06,1.412470e-06,7.628883e-05
1.116667e+01,2.185134e-02,9.991436e-01,9.996780e-01,1.109976e-04,2.259605e-04,4.035937e-06,1.307899e-06,6.704903e-05
1.133333e+01,2.516924e-02,9.990099e-01,9.996607e-01,1.188690e-04,2.457808e-04,4.073795e-06,1.259850e-06,9.523011e-05
1.150000e+01,2.741612e-02,9.989124e-01,9.995974e-01,1.185625e-04,2.527858e-04,3.834900e-06,1.204161e-06,1.001030e-04
1.166667e+01,3.021763e-02,9.987944e-01,9.995457e-01,1.346331e-04,2.698010e-04,3.662128e-06,1.150680e-06,1.106373e-04
1.183333e+01,3.352675e-02,9.986558e-01,9.995169e-01,1.494249e-04,2.924617e-04,3.574129e-06,1.101544e-06,1.174353e-04
1.200000e+01,3.572072e-02,9.985549e-01,9.994594e-01,1.724137e-04,3.137395e-04,3.499569e-06,1.026670e-06,1.196931e-04
1.216667e+01,3.660134e-02,9.985041e-01,9.993617e-01,1.874419e-04,3.290325e-04,3.384458e-06,9.407791e-07,8.660905e-05
1.233333e+01,3.925370e-02,9.983873e-01,9.993042e-01,1.941505e-04,3.435227e-04,3.418708e-06,8.027626e-07,1.150116e-04
1.250000e+01,4.064699e-02,9.983158e-01,9.992006e-01,1.739571e-04,3.567298e-04,3.530132e-06,7.689436e-07,1.205043e-04
1.266667e+01,4.275661e-02,9.982092e-01,9.991431e-01,1.806385e-04,3.805245e-04,3.659372e-06,7.459261e-07,1.091175e-04
1.283333e+01,4.479853e-02,9.981033e-01,9.990799e-01,1.929027e-04,4.017388e-04,3.884166e-06,7.287592e-07,1.073912e-04
1.300000e+01,4.762080e-02,9.979754e-01,9.990051e-01,1.916477e-04,4.203011e-04,4.056551e-06,6.765334e-07,1.289484e-04
