Time,avgI1rd,avgI2rd,avgDrd
0.000000e+00,1.692569e+00,0.000000e+00,0.000000e+00
1.666667e-01,1.692569e+00,0.000000e+00,0.000000e+00
3.333333e-01,1.692569e+00,0.000000e+00,0.000000e+00
5.000000e-01,1.692569e+00,0.000000e+00,0.000000e+00
6.666667e-01,1.692569e+00,1.692569e+00,0.000000e+00
8.333333e-01,1.692569e+00,1.692569e+00,0.000000e+00
1.000000e+00,1.692569e+00,1.692569e+00,0.000000e+00
1.166667e+00,1.692569e+00,1.692569e+00,0.000000e+00
1.333333e+00,1.692569e+00,1.692569e+00,0.000000e+00
1.500000e+00,2.393654e+00,1.692569e+00,0.000000e+00
1.666667e+00,4.145930e+00,1.692569e+00,0.000000e+00
1.833333e+00,5.352372e+00,1.692569e+00,0.000000e+00
2.000000e+00,6.333012e+00,1.692569e+00,0.000000e+00
2.166667e+00,7.569398e+00,2.931615e+00,0.000000e+00
2.333333e+00,8.462844e+00,3.784699e+00,0.000000e+00
2.500000e+00,9.270581e+00,3.784699e+00,0.000000e+00
2.666667e+00,1.001337e+01,3.784699e+00,0.000000e+00
2.833333e+00,1.057009e+01,3.784699e+00,0.000000e+00
3.000000e+00,1.109892e+01,3.784699e+00,0.000000e+00
3.166667e+00,1.196827e+01,4.145930e+00,0.000000e+00
3.333333e+00,1.289022e+01,4.145930e+00,0.000000e+00
3.500000e+00,1.321938e+01,5.077706e+00,0.000000e+00
3.666667e+00,1.436192e+01,5.352372e+00,0.000000e+00
3.833333e+00,1.456003e+01,5.352372e+00,0.000000e+00
4.000000e+00,1.485223e+01,5.352372e+00,0.000000e+00
4.166667e+00,1.569624e+01,5.352372e+00,0.000000e+00
4.333333e+00,1.632254e+01,5.352372e+00,0.000000e+00
4.500000e+00,1.666987e+01,6.102643e+00,0.000000e+00
4.666667e+00,1.734367e+01,6.555291e+00,0.000000e+00
4.833333e+00,1.799225e+01,6.978640e+00,0.000000e+00
5.000000e+00,1.892349e+01,7.938851e+00,0.000000e+00
5.166667e+00,1.966587e+01,8.117275e+00,0.000000e+00
5.333333e+00,2.016928e+01,8.956232e+00,0.000000e+00
5.500000e+00,2.093592e+01,9.270581e+00,0.000000e+00
5.666667e+00,2.167546e+01,9.869287e+00,0.000000e+00
5.833333e+00,2.239058e+01,9.869287e+00,0.000000e+00
6.000000e+00,2.308356e+01,1.015541e+01,1.692569e+00
6.166667e+00,2.363544e+01,1.029549e+01,1.692569e+00
6.333333e+00,2.435182e+01,1.070474e+01,1.692569e+00
6.500000e+00,2.504773e+01,1.109892e+01,1.692569e+00
6.666667e+00,2.589132e+01,1.196827e+01,1.692569e+00
6.833333e+00,2.654690e+01,1.277861e+01,1.692569e+00
7.000000e+00,2.702816e+01,1.300087e+01,1.692569e+00
7.166667e+00,2.776019e+01,1.332730e+01,1.692569e+00
7.333333e+00,2.842306e+01,1.385427e+01,1.692569e+00
7.500000e+00,2.916920e+01,1.436192e+01,1.692569e+00
7.666667e+00,2.980075e+01,1.485223e+01,1.692569e+00
7.833333e+00,3.041919e+01,1.587770e+01,1.692569e+00
