Time,V,H,P,IFNe,STATP,IRF7,IRF7P,IFN
0.000000e+00,1.933635e-12,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.737771e-29
1.666667e-01,9.421788e-12,1.000000e+00,1.000000e+00,0.000000e+00,1.440362e-28,5.294446e-30,5.631169e-31,8.044330e-27
3.333333e-01,4.590753e-11,1.000000e+00,1.000000e+00,6.294352e-29,1.736105e-26,6.431024e-28,7.302529e-29,9.511263e-25
5.000000e-01,2.236826e-10,1.000000e+00,1.000000e+00,7.548897e-27,2.050965e-24,7.567167e-26,8.960184e-27,1.119744e-22
6.666667e-01,1.089874e-09,1.000000e+00,1.000000e+00,8.926061e-25,2.414346e-22,8.835508e-24,1.077338e-24,1.314405e-20
8.333333e-01,5.310080e-09,1.000000e+00,1.000000e+00,1.050870e-22,3.109444e-20,4.177808e-22,1.077031e-23,2.164006e-18
1.000000e+00,2.586672e-08,1.000000e+00,1.000000e+00,1.233575e-20,5.160329e-18,4.939197e-20,6.793229e-22,2.837408e-16
1.166667e+00,1.258843e-07,1.000000e+00,1.000000e+00,2.028248e-18,6.783841e-16,6.404019e-18,7.742837e-20,3.233382e-14
1.333333e+00,6.098354e-07,1.000000e+00,1.000000e+00,2.661623e-16,7.735444e-14,7.300483e-16,8.639386e-18,3.723501e-12
1.500000e+00,2.890386e-06,9.999998e-01,1.000000e+00,3.034955e-14,8.857958e-12,8.292163e-14,9.578779e-16,4.209124e-10
1.666667e+00,1.243086e-05,9.999992e-01,1.000000e+00,3.494834e-12,9.750834e-10,8.889859e-12,1.000445e-13,4.319072e-08
1.833333e+00,3.848914e-05,9.999974e-01,1.000000e+00,3.950980e-10,8.878332e-08,7.199131e-10,7.254972e-12,1.704316e-06
2.000000e+00,6.704797e-05,9.999954e-01,1.000000e+00,4.056154e-08,2.331585e-06,1.309425e-08,1.005673e-10,2.644981e-06
2.166667e+00,7.787608e-05,9.999946e-01,1.000000e+00,1.614046e-06,5.028527e-06,3.593971e-08,3.758236e-10,1.366229e-06
2.333333e+00,7.880506e-05,9.999943e-01,1.000000e+00,3.342067e-06,8.055494e-06,8.822325e-08,1.562215e-09,4.743626e-07
2.500000e+00,7.706567e-05,9.999943e-01,1.000000e+00,3.080142e-06,1.070863e-05,1.839363e-07,5.137128e-09,1.419945e-07
2.666667e+00,7.476594e-05,9.999943e-01,1.000000e+00,2.105600e-06,1.241073e-05,3.105442e-07,1.231227e-08,4.793011e-08
2.833333e+00,7.239718e-05,9.999943e-01,1.000000e+00,1.269113e-06,1.324113e-05,4.492496e-07,2.361535e-08,3.206918e-08
3.000000e+00,0.000000e+00,1.000000e+00,9.999942e-01,7.297587e-07,1.045276e-05,5.716287e-07,3.878769e-08,3.929604e-08
3.166667e+00,3.867218e-11,1.000000e+00,9.999942e-01,3.714732e-07,1.054341e-05,7.015874e-07,5.784963e-08,6.140973e-08
3.333333e+00,2.193687e-10,1.000000e+00,9.999942e-01,2.387660e-07,1.050063e-05,8.200897e-07,8.006136e-08,8.801484e-08
3.500000e+00,1.090130e-09,1.000000e+00,9.999942e-01,1.828686e-07,1.044648e-05,9.276832e-07,1.048964e-07,1.184357e-07
3.666667e+00,5.340552e-09,1.000000e+00,9.999942e-01,1.743764e-07,1.045530e-05,1.026528e-06,1.319011e-07,1.520323e-07
3.833333e+00,2.604998e-08,1.000000e+00,9.999942e-01,1.954388e-07,1.057189e-05,1.119528e-06,1.607294e-07,1.882759e-07
4.000000e+00,1.269382e-07,1.000000e+00,9.999942e-01,2.354521e-07,1.082315e-05,1.209840e-06,1.911522e-07,2.267791e-07
4.166667e+00,6.183790e-07,1.000000e+00,9.999942e-01,2.880918e-07,1.122504e-05,1.300594e-06,2.230543e-07,2.672987e-07
4.333333e+00,3.009845e-06,9.999998e-01,9.999942e-01,3.495550e-07,1.178682e-05,1.394737e-06,2.564186e-07,3.096930e-07
4.500000e+00,1.459178e-05,9.999990e-01,9.999942e-01,4.175573e-07,1.251280e-05,1.494786e-06,2.912827e-07,3.537929e-07
4.666667e+00,6.941726e-05,9.999954e-01,9.999942e-01,4.907348e-07,1.339916e-05,1.601926e-06,3.275579e-07,4.064800e-07
4.833333e+00,3.038501e-04,9.999797e-01,9.999942e-01,5.682080e-07,1.442705e-05,1.711666e-06,3.641838e-07,1.304893e-06
5.000000e+00,1.011683e-03,9.999320e-01,9.999942e-01,6.557997e-07,1.714254e-05,1.809426e-06,3.959775e-07,3.519869e-05
5.166667e+00,1.879470e-03,9.998725e-01,9.999712e-01,1.514756e-06,4.874847e-05,1.340681e-06,2.548626e-07,7.027146e-05
5.333333e+00,2.835153e-03,9.998051e-01,9.999597e-01,2.684727e-05,1.060162e-04,1.503114e-06,2.281743e-07,7.966047e-05
5.500000e+00,3.667717e-03,9.997442e-01,9.999425e-01,7.080474e-05,1.541589e-04,1.717598e-06,2.217548e-07,7.756643e-05
5.666667e+00,4.493496e-03,9.996822e-01,9.999252e-01,1.013038e-04,2.051029e-04,1.958884e-06,2.134159e-07,8.343753e-05
5.833333e+00,5.151197e-03,9.996314e-01,9.999022e-01,1.168931e-04,2.565059e-04,2.243663e-06,2.038336e-07,8.270211e-05
6.000000e+00,5.527888e-03,9.995973e-01,9.998620e-01,1.295049e-04,2.873607e-04,2.462125e-06,2.013460e-07,7.025925e-05
6.166667e+00,6.090135e-03,9.995501e-01,9.998390e-01,1.276685e-04,3.310543e-04,2.873494e-06,2.047815e-07,7.385241e-05
6.333333e+00,6.834927e-03,9.994884e-01,9.998275e-01,1.237595e-04,3.824658e-04,3.416514e-06,2.141435e-07,7.850276e-05
6.500000e+00,7.302874e-03,9.994475e-01,9.997930e-01,1.285298e-04,4.254366e-04,3.930420e-06,2.217270e-07,8.028229e-05
6.666667e+00,7.779114e-03,9.994042e-01,9.997642e-01,1.334954e-04,4.715098e-04,4.550734e-06,2.397688e-07,7.640091e-05
6.833333e+00,8.178443e-03,9.993633e-01,9.997355e-01,1.393011e-04,5.126885e-04,5.205968e-06,2.651351e-07,7.444565e-05
7.000000e+00,8.606837e-03,9.993179e-01,9.997125e-01,1.344908e-04,5.612035e-04,6.010076e-06,3.013278e-07,6.836362e-05
7.166667e+00,8.963646e-03,9.992772e-01,9.996952e-01,1.318586e-04,5.996477e-04,6.680820e-06,3.355993e-07,6.057428e-05
7.333333e+00,9.334635e-03,9.992349e-01,9.996780e-01,1.257685e-04,6.287225e-04,7.425402e-06,3.799757e-07,6.059911e-05
7.500000e+00,9.700044e-03,9.991944e-01,9.996492e-01,1.162017e-04,6.610625e-04,8.308843e-06,4.409482e-07,6.444956e-05
