Time,avgI1rd,avgI2rd,avgDrd
0.000000e+00,1.692569e+00,1.692569e+00,0.000000e+00
1.666667e-01,1.692569e+00,1.692569e+00,0.000000e+00
3.333333e-01,1.692569e+00,1.692569e+00,0.000000e+00
5.000000e-01,1.692569e+00,1.692569e+00,0.000000e+00
6.666667e-01,1.692569e+00,1.692569e+00,0.000000e+00
8.333333e-01,1.692569e+00,1.692569e+00,0.000000e+00
1.000000e+00,1.692569e+00,1.692569e+00,0.000000e+00
1.166667e+00,2.393654e+00,1.692569e+00,0.000000e+00
1.333333e+00,4.478116e+00,1.692569e+00,0.000000e+00
1.500000e+00,4.787307e+00,1.692569e+00,0.000000e+00
1.666667e+00,5.863230e+00,2.393654e+00,0.000000e+00
1.833333e+00,7.180961e+00,2.393654e+00,0.000000e+00
2.000000e+00,8.462844e+00,2.931615e+00,0.000000e+00
2.166667e+00,8.956232e+00,3.385138e+00,1.692569e+00
2.333333e+00,1.057009e+01,3.784699e+00,1.692569e+00
2.500000e+00,1.122723e+01,3.784699e+00,1.692569e+00
2.666667e+00,1.172646e+01,4.478116e+00,1.692569e+00
2.833333e+00,1.208736e+01,5.077706e+00,1.692569e+00
3.000000e+00,1.321938e+01,5.613615e+00,1.692569e+00
3.166667e+00,1.426184e+01,6.102643e+00,1.692569e+00
3.333333e+00,1.494836e+01,6.770275e+00,1.692569e+00
3.500000e+00,1.578723e+01,6.978640e+00,1.692569e+00
3.666667e+00,1.614608e+01,7.377736e+00,1.692569e+00
3.833333e+00,1.658372e+01,7.756324e+00,1.692569e+00
4.000000e+00,1.701011e+01,7.756324e+00,1.692569e+00
4.166667e+00,1.775181e+01,7.938851e+00,1.692569e+00
4.333333e+00,1.854116e+01,8.117275e+00,1.692569e+00
4.500000e+00,1.944613e+01,8.462844e+00,1.692569e+00
4.666667e+00,2.066043e+01,8.956232e+00,1.692569e+00
4.833333e+00,2.200339e+01,9.574615e+00,1.692569e+00
5.000000e+00,2.283400e+01,9.869287e+00,1.692569e+00
5.166667e+00,2.326897e+01,1.029549e+01,1.692569e+00
5.333333e+00,2.423390e+01,1.057009e+01,1.692569e+00
5.500000e+00,2.521871e+01,1.109892e+01,1.692569e+00
5.666667e+00,2.589132e+01,1.184798e+01,1.692569e+00
5.833333e+00,2.670828e+01,1.232209e+01,1.692569e+00
6.000000e+00,2.750099e+01,1.266602e+01,1.692569e+00
6.166667e+00,2.842306e+01,1.311058e+01,2.393654e+00
6.333333e+00,2.907082e+01,1.321938e+01,2.931615e+00
6.500000e+00,2.955944e+01,1.385427e+01,3.385138e+00
6.666667e+00,3.013533e+01,1.485223e+01,3.385138e+00
6.833333e+00,3.107143e+01,1.551265e+01,3.385138e+00
7.000000e+00,3.161979e+01,1.614608e+01,3.385138e+00
7.166667e+00,3.224777e+01,1.701011e+01,3.385138e+00
7.333333e+00,3.308095e+01,1.758969e+01,3.385138e+00
7.500000e+00,3.385138e+01,1.799225e+01,4.145930e+00
7.666667e+00,3.497520e+01,1.846375e+01,4.145930e+00
7.833333e+00,3.570478e+01,1.937233e+01,4.145930e+00
8.000000e+00,3.657672e+01,2.016928e+01,4.145930e+00
8.166667e+00,3.715950e+01,2.059099e+01,4.787307e+00
8.333333e+00,3.788482e+01,2.100423e+01,4.787307e+00
8.500000e+00,3.841050e+01,2.167546e+01,5.077706e+00
8.666667e+00,3.933174e+01,2.270819e+01,5.613615e+00
8.833333e+00,3.991018e+01,2.295912e+01,5.613615e+00
9.000000e+00,4.044496e+01,2.345292e+01,6.555291e+00
9.166667e+00,4.142473e+01,2.435182e+01,7.180961e+00
9.333333e+00,4.217860e+01,2.504773e+01,7.569398e+00
9.500000e+00,4.261779e+01,2.561321e+01,7.756324e+00
9.666667e+00,4.368008e+01,2.600173e+01,7.938851e+00
9.833333e+00,4.446014e+01,2.654690e+01,8.117275e+00
1.000000e+01,4.522675e+01,2.734429e+01,8.630441e+00
1.016667e+01,4.610503e+01,2.806808e+01,9.114762e+00
1.033333e+01,4.672226e+01,2.867393e+01,9.114762e+00
1.050000e+01,4.730116e+01,2.941371e+01,9.869287e+00
1.066667e+01,4.808206e+01,2.994460e+01,1.001337e+01
1.083333e+01,4.890909e+01,3.037206e+01,1.015541e+01
1.100000e+01,4.975116e+01,3.134681e+01,1.057009e+01
1.116667e+01,5.035214e+01,3.180048e+01,1.070474e+01
1.133333e+01,5.114247e+01,3.251318e+01,1.070474e+01
1.150000e+01,5.200347e+01,3.321060e+01,1.135410e+01
1.166667e+01,5.252420e+01,3.372419e+01,1.160367e+01
1.183333e+01,5.336291e+01,3.410432e+01,1.208736e+01
1.200000e+01,5.408280e+01,3.472861e+01,1.266602e+01
1.216667e+01,5.487161e+01,3.550362e+01,1.300087e+01
1.233333e+01,5.536537e+01,3.638039e+01,1.332730e+01
1.250000e+01,5.618716e+01,3.712093e+01,1.364593e+01
1.266667e+01,5.704735e+01,3.761922e+01,1.426184e+01
1.283333e+01,5.769649e+01,3.818609e+01,1.485223e+01
1.300000e+01,5.846104e+01,3.900260e+01,1.504388e+01
1.316667e+01,5.931240e+01,3.965815e+01,1.560471e+01
1.333333e+01,6.005638e+01,4.058637e+01,1.649712e+01
1.350000e+01,6.074412e+01,4.121674e+01,1.675558e+01
1.366667e+01,6.144747e+01,4.187184e+01,1.726088e+01
1.383333e+01,6.193507e+01,4.258417e+01,1.750807e+01
1.400000e+01,6.280776e+01,4.354871e+01,1.791246e+01
1.416667e+01,6.355590e+01,4.416923e+01,1.846375e+01
1.433333e+01,6.418385e+01,4.487702e+01,1.861826e+01
1.450000e+01,6.491613e+01,4.563663e+01,1.907428e+01
1.466667e+01,6.564025e+01,4.644552e+01,1.951966e+01
1.483333e+01,6.642119e+01,4.727087e+01,1.995509e+01
1.500000e+01,6.717174e+01,4.805226e+01,2.045139e+01
1.516667e+01,6.797724e+01,4.867423e+01,2.114018e+01
1.533333e+01,6.864822e+01,4.925928e+01,2.167546e+01
1.550000e+01,6.945721e+01,4.972236e+01,2.200339e+01
1.566667e+01,7.027728e+01,5.029522e+01,2.232652e+01
1.583333e+01,7.090631e+01,5.108642e+01,2.277118e+01
1.600000e+01,7.168983e+01,5.181030e+01,2.326897e+01
1.616667e+01,7.256364e+01,5.236032e+01,2.387662e+01
1.633333e+01,7.334899e+01,5.312078e+01,2.423390e+01
1.650000e+01,7.416465e+01,5.371073e+01,2.481793e+01
1.666667e+01,7.499054e+01,5.429427e+01,2.555723e+01
1.683333e+01,7.558035e+01,5.466237e+01,2.622116e+01
1.700000e+01,7.616559e+01,5.528770e+01,2.660081e+01
1.716667e+01,7.683964e+01,5.590604e+01,2.692195e+01
1.733333e+01,7.763708e+01,5.677048e+01,2.760496e+01
1.750000e+01,7.833504e+01,5.724787e+01,2.806808e+01
1.766667e+01,7.908119e+01,5.782049e+01,2.837262e+01
1.783333e+01,7.973059e+01,5.848554e+01,2.912005e+01
1.800000e+01,8.071264e+01,5.919153e+01,2.965620e+01
1.816667e+01,8.147218e+01,5.998479e+01,3.018282e+01
1.833333e+01,8.236395e+01,6.043679e+01,3.074704e+01
1.850000e+01,8.321175e+01,6.107336e+01,3.111750e+01
1.866667e+01,8.398280e+01,6.151737e+01,3.175540e+01
1.883333e+01,8.456071e+01,6.195819e+01,3.233648e+01
1.900000e+01,8.531957e+01,6.280776e+01,3.286374e+01
1.916667e+01,8.627121e+01,6.339794e+01,3.338267e+01
1.933333e+01,8.711387e+01,6.407217e+01,3.376664e+01
