Time,U,I1,I2,D,Ve,IFNe
0.000000e+00,9.999641e-01,3.585643e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1.666667e-01,9.999641e-01,3.585643e-05,0.000000e+00,0.000000e+00,0.000000e+00,4.731460e-05
3.333333e-01,9.999641e-01,3.585643e-05,0.000000e+00,0.000000e+00,0.000000e+00,9.308122e-05
5.000000e-01,9.999641e-01,3.585643e-05,0.000000e+00,0.000000e+00,0.000000e+00,1.362326e-04
6.666667e-01,9.999641e-01,3.585643e-05,0.000000e+00,0.000000e+00,0.000000e+00,1.815188e-04
8.333333e-01,9.999641e-01,0.000000e+00,3.585643e-05,0.000000e+00,0.000000e+00,2.335240e-04
1.000000e+00,9.999641e-01,0.000000e+00,3.585643e-05,0.000000e+00,0.000000e+00,2.964267e-04
1.166667e+00,9.999641e-01,0.000000e+00,3.585643e-05,0.000000e+00,8.647164e-03,3.744474e-04
1.333333e+00,9.999641e-01,0.000000e+00,3.585643e-05,0.000000e+00,1.870559e-02,4.722901e-04
1.500000e+00,9.999641e-01,0.000000e+00,3.585643e-05,0.000000e+00,3.059391e-02,5.954939e-04
1.666667e+00,9.999641e-01,0.000000e+00,3.585643e-05,0.000000e+00,4.482982e-02,7.507807e-04
1.833333e+00,9.999641e-01,0.000000e+00,3.585643e-05,0.000000e+00,6.205539e-02,9.464485e-04
2.000000e+00,9.999641e-01,0.000000e+00,3.585643e-05,0.000000e+00,8.306863e-02,1.192791e-03
2.166667e+00,9.999641e-01,0.000000e+00,3.585643e-05,0.000000e+00,1.088629e-01,1.502638e-03
2.333333e+00,9.999641e-01,0.000000e+00,3.585643e-05,0.000000e+00,1.406761e-01,1.892002e-03
2.500000e+00,9.999641e-01,0.000000e+00,3.585643e-05,0.000000e+00,1.800525e-01,2.380880e-03
2.666667e+00,9.999641e-01,0.000000e+00,3.585643e-05,0.000000e+00,2.289192e-01,2.994312e-03
2.833333e+00,9.999641e-01,0.000000e+00,3.585643e-05,0.000000e+00,2.896828e-01,3.763589e-03
3.000000e+00,9.999641e-01,0.000000e+00,3.585643e-05,0.000000e+00,3.653493e-01,4.727829e-03
3.166667e+00,9.999641e-01,0.000000e+00,3.585643e-05,0.000000e+00,4.596742e-01,5.935957e-03
3.333333e+00,9.999641e-01,0.000000e+00,3.585643e-05,0.000000e+00,5.773508e-01,7.449181e-03
3.500000e+00,9.999641e-01,0.000000e+00,3.585643e-05,0.000000e+00,7.242442e-01,9.344039e-03
3.666667e+00,9.999641e-01,0.000000e+00,3.585643e-05,0.000000e+00,9.076854e-01,1.171621e-02
3.833333e+00,9.999641e-01,0.000000e+00,3.585643e-05,0.000000e+00,1.136838e+00,1.468542e-02
4.000000e+00,9.999641e-01,0.000000e+00,3.585643e-05,0.000000e+00,1.423157e+00,1.840135e-02
4.166667e+00,9.999641e-01,0.000000e+00,3.585643e-05,0.000000e+00,1.780961e+00,2.305116e-02
4.333333e+00,9.999641e-01,0.000000e+00,3.585643e-05,0.000000e+00,2.228150e+00,2.886885e-02
4.500000e+00,9.999641e-01,0.000000e+00,3.585643e-05,0.000000e+00,2.787103e+00,3.614704e-02
4.666667e+00,9.999641e-01,0.000000e+00,3.585643e-05,0.000000e+00,3.485791e+00,4.525155e-02
4.833333e+00,9.999283e-01,3.585643e-05,3.585643e-05,0.000000e+00,4.359186e+00,5.663975e-02
5.000000e+00,9.999283e-01,3.585643e-05,3.585643e-05,0.000000e+00,5.451001e+00,7.093073e-02
5.166667e+00,9.999283e-01,3.585643e-05,3.585643e-05,0.000000e+00,6.815882e+00,8.879039e-02
5.333333e+00,9.999283e-01,3.585643e-05,3.585643e-05,0.000000e+00,8.522134e+00,1.111111e-01
5.500000e+00,9.999283e-01,3.585643e-05,3.585643e-05,0.000000e+00,1.065514e+01,1.390145e-01
5.666667e+00,9.999283e-01,3.585643e-05,3.585643e-05,0.000000e+00,1.332160e+01,1.739007e-01
5.833333e+00,9.999283e-01,3.585643e-05,3.585643e-05,0.000000e+00,1.665490e+01,2.175183e-01
6.000000e+00,9.999283e-01,3.585643e-05,3.585643e-05,0.000000e+00,2.082169e+01,2.720507e-01
6.166667e+00,9.998924e-01,7.171286e-05,3.585643e-05,0.000000e+00,2.603025e+01,3.402254e-01
6.333333e+00,9.998924e-01,7.171286e-05,3.585643e-05,0.000000e+00,3.254074e+01,4.254959e-01
6.500000e+00,9.997849e-01,1.792822e-04,3.585643e-05,0.000000e+00,4.067820e+01,5.320669e-01
6.666667e+00,9.997490e-01,2.151386e-04,3.585643e-05,0.000000e+00,5.084852e+01,6.653885e-01
6.833333e+00,9.996773e-01,2.509950e-04,7.171286e-05,0.000000e+00,6.355846e+01,8.319917e-01
7.000000e+00,9.996056e-01,3.227079e-04,7.171286e-05,0.000000e+00,7.944053e+01,1.040187e+00
7.166667e+00,9.994980e-01,4.302772e-04,7.171286e-05,0.000000e+00,9.928737e+01,1.300289e+00
7.333333e+00,9.994263e-01,5.019900e-04,7.171286e-05,0.000000e+00,1.240799e+02,1.625192e+00
7.500000e+00,9.993546e-01,5.737029e-04,7.171286e-05,0.000000e+00,1.550443e+02,2.030837e+00
7.666667e+00,9.993187e-01,6.095593e-04,7.171286e-05,0.000000e+00,1.937072e+02,2.537100e+00
7.833333e+00,9.992829e-01,6.095593e-04,1.075693e-04,0.000000e+00,2.419673e+02,3.168612e+00
8.000000e+00,9.992112e-01,6.812722e-04,1.075693e-04,0.000000e+00,3.021828e+02,3.955941e+00
8.166667e+00,9.991753e-01,7.171286e-04,1.075693e-04,0.000000e+00,3.772830e+02,4.936917e+00
8.333333e+00,9.989960e-01,8.605543e-04,1.434257e-04,0.000000e+00,4.708834e+02,6.158049e+00
8.500000e+00,9.989602e-01,8.964108e-04,1.434257e-04,0.000000e+00,5.874527e+02,7.676691e+00
8.666667e+00,9.989602e-01,8.964108e-04,1.434257e-04,0.000000e+00,7.325417e+02,9.562531e+00
8.833333e+00,9.989243e-01,9.322672e-04,1.434257e-04,0.000000e+00,9.128487e+02,1.190047e+01
9.000000e+00,9.988526e-01,1.003980e-03,1.434257e-04,0.000000e+00,1.136602e+03,1.479313e+01
9.166667e+00,9.987450e-01,1.111549e-03,1.434257e-04,0.000000e+00,1.413780e+03,1.836329e+01
9.333333e+00,9.987450e-01,1.075693e-03,1.792822e-04,0.000000e+00,1.756399e+03,2.275624e+01
9.500000e+00,9.986733e-01,1.111549e-03,2.151386e-04,0.000000e+00,2.178798e+03,2.814150e+01
9.666667e+00,9.986016e-01,1.183262e-03,2.151386e-04,0.000000e+00,2.697931e+03,3.471373e+01
9.833333e+00,9.985657e-01,1.183262e-03,2.509950e-04,0.000000e+00,3.333493e+03,4.269141e+01
1.000000e+01,9.983865e-01,1.290832e-03,3.227079e-04,0.000000e+00,4.108074e+03,5.231327e+01
1.016667e+01,9.982789e-01,1.398401e-03,3.227079e-04,0.000000e+00,5.047080e+03,6.383124e+01
1.033333e+01,9.982430e-01,1.290832e-03,4.661336e-04,0.000000e+00,6.178569e+03,7.749825e+01
1.050000e+01,9.981713e-01,1.362544e-03,4.661336e-04,0.000000e+00,7.532094e+03,9.355160e+01
1.066667e+01,9.980638e-01,1.434257e-03,5.019900e-04,0.000000e+00,9.138733e+03,1.121947e+02
1.083333e+01,9.978845e-01,1.541827e-03,5.737029e-04,0.000000e+00,1.102845e+04,1.335724e+02
1.100000e+01,9.977769e-01,1.649396e-03,5.737029e-04,0.000000e+00,1.322979e+04,1.577491e+02
1.116667e+01,9.976335e-01,1.756965e-03,6.095593e-04,0.000000e+00,1.576781e+04,1.846871e+02
1.133333e+01,9.975618e-01,1.828678e-03,6.095593e-04,0.000000e+00,1.866247e+04,2.142396e+02
1.150000e+01,9.975259e-01,1.828678e-03,6.454158e-04,0.000000e+00,2.192749e+04,2.461459e+02
1.166667e+01,9.973825e-01,1.972104e-03,6.454158e-04,0.000000e+00,2.556934e+04,2.800451e+02
1.183333e+01,9.971315e-01,2.151386e-03,7.171286e-04,0.000000e+00,2.958692e+04,3.154982e+02
1.200000e+01,9.969522e-01,2.258955e-03,7.888415e-04,0.000000e+00,3.397154e+04,3.520190e+02
1.216667e+01,9.968088e-01,2.258955e-03,9.322672e-04,0.000000e+00,3.870758e+04,3.891105e+02
